ID,Name,Description,Dataset_ID,Category,Type,Units,Source,Changes,Notes
WNAI223,Leather-hide-working: dressing skins locally,,WNAI,"Labor,Economy,Material culture",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Leather/hide working,
WNAI224,Specialized hide-working,,WNAI,"Labor,Economy,Material culture",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Specialists in hide working,
WNAI225,Production task-groups in leather-hide-working,,WNAI,"Labor,Economy,Material culture",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Task-groups work leather/hides,
WNAI226,Pottery manufacture,,WNAI,"Labor,Economy,Material culture",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Pottery manufacture,
WNAI227,Specialized pottery manufacture,,WNAI,"Labor,Economy,Material culture",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Specialists in pottery manufacture,
WNAI228,Production task-groups for pottery,,WNAI,"Labor,Economy,Material culture",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Task-groups make pottery,
WNAI229,Boat building: all types of watercraft,,WNAI,"Labor,Economy,Material culture",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Boat building: all types watercraft,
WNAI230,Specialization of boat building for all types of watercraft,,WNAI,"Labor,Economy,Material culture",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Specialists in boat building,
WNAI231,Production task-groups in boat building,,WNAI,"Labor,Economy,Material culture",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Task-groups in boat building,
WNAI232,House construction: dominant types or types in which people,,WNAI,"Labor,Economy,Dwellings,Material culture",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",House construction: dominant type,
WNAI233,Specialization in house construction,,WNAI,"Labor,Economy,Dwellings,Material culture",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Specialists in house building,
WNAI234,Production task-groups in house construction,,WNAI,"Labor,Economy,Dwellings,Material culture",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Task-groups in house building,
WNAI235,Division of labor of gathering of all types of foodstuffs,,WNAI,"Labor,Economy,Subsistence",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Labor in gathering wild plants,
WNAI236,Specialization in gathering,,WNAI,"Labor,Economy,Subsistence",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Specialists in gathering,
WNAI237,Role of children and the aged in gathering,,WNAI,"Labor,Economy,Subsistence",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Roles of child/aged in gathering,
WNAI238,Production task-groups in gathering,,WNAI,"Labor,Economy,Subsistence",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Task-groups in gathering,
WNAI239,"Division of labor of hunting of all land mammals, fowl, etc",,WNAI,"Labor,Economy,Subsistence",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Labor in hunting,
WNAI240,Role of children and the aged in hunting,,WNAI,"Labor,Economy,Subsistence",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Roles of child/aged in hunting,
WNAI241,Specialization in hunting,,WNAI,"Labor,Economy,Subsistence",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Specialication in hunting,
WNAI242,Production task-groups in hunting,,WNAI,"Labor,Economy,Subsistence",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Task-groups in hunting,
WNAI243,"Division of labor of fishing: all forms of animal extraction from water, including true fishing, capturing of sea-mammals, and shellfishing",,WNAI,"Labor,Economy,Subsistence",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Labor in aquatic animal extraction,
WNAI244,Role of children and the aged in fishing,,WNAI,"Labor,Economy,Subsistence",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Roles of child/aged in fishing,
WNAI245,Production task-groups in fishing,,WNAI,"Labor,Economy,Subsistence",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Task-groups in aquatic animal extraction,
WNAI246,Specialization in fishing,,WNAI,"Labor,Economy,Subsistence",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Specialists in aquatic animal extraction,
WNAI247,Division of labor of animal husbandry,,WNAI,"Labor,Economy,Subsistence",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Labor in animal husbandry,
WNAI248,Role of children and the aged in agriculture,,WNAI,"Labor,Economy,Subsistence",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Roles of child/aged in agriculture,
WNAI249,Specialization in agriculture,,WNAI,"Labor,Economy,Subsistence",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Specialists in agriculture,
WNAI250,Production task-groups in agriculture,,WNAI,"Labor,Economy,Subsistence",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Task-groups in agriculture,
WNAI251,Division of labor of agriculture,,WNAI,"Labor,Economy,Subsistence",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Labor in agriculture,
WNAI252,Reciprocity distribution of food and chattels within a society (intracommunity or local residence group),,WNAI,"Economy,Property",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Reciprocity of food/chattels locally,
WNAI253,Redistribution of food and chattels within a society (intracommunity or local residence group),,WNAI,"Economy,Property",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Redistribution of food/chattels locally,
WNAI254,Sharing of access to local food resources as a form of distribution within the society (intracommunity or local residence group),,WNAI,"Economy,Property",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Share access to resource areas locally,
WNAI255,Ceremonialism or etiquette in intracommunity reciprocity of food and/or chattels,,WNAI,"Economy,Property",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Ceremony/etiquette in local reciprocity,
WNAI256,Ceremonialism or etiquette in intracommunity redistribution of food and/or chattels,,WNAI,"Economy,Property",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Ceremony/etiquette local redistribution,
WNAI257,Ceremonialism or etiquette in intracommunity use of privately owned food resources and/or chattels,,WNAI,"Economy,Property",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Cer/etiq sharing local resource areas,
WNAI258,Reciprocity distribution of food and chattels between (or among) societies (intercommunity or extralocal residence-group reciprocity),,WNAI,"Economy,Property",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Reciprocity food/chattels extralocally,
WNAI259,Redistribution of chattels and food within a society between (or among) societies (intercommunity or extralocal residence-group redistribution),,WNAI,"Economy,Property",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Redistribute food/chattels extralocally,
WNAI260,Sharing of access to local food resources as a form of distribution between (or among) societies (intercommunity or extralocal residence-group redistribution),,WNAI,"Economy,Property",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Share access resource areas extralocally,
WNAI261,Ceremonialism or etiquette in intercommunity reciprocity of food and/or chattels,,WNAI,"Economy,Property",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Cer/etiq extralocal reciprocity,
WNAI262,Ceremonialism or etiquette in intercommunity redistribution of food and/or chattels,,WNAI,"Economy,Property",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Cer/etiq extralocal redistribution,
