ID,Name,Description,ColumnSpec,category,type,unit,source_comment,changes,comment,Contribution_ID
SCCS1921,Female Crying: Frequency,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1922,Attempted Self-injury: Frequency,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1923,Actual Self-injury: Frequency,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1924,Male Attempted Self-injury: Frequency,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1925,Female Attempted Self-injury: Frequency,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1926,Male Actual Self-injury: Frequency,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1927,Female Actual Self-injury: Frequency,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1928,Institutionalized Attack by Widow of Something or Someone,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1929,Institutionalized Attack by Widower of Something or Someone,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1930,Institutionalized Attack on Self by Widow,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1931,Institutionalized Attack by Adult Offspring of Deceased,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1932,Institutionalized Self Attack by Adult Offspring of Deceased,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1933,Institutionalized Attack by Adult Siblings of Deceased,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1934,Outgroup Member Institutional Target,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1935,Presumed Killer Institutional Target,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1936,Self Institutionalized Target,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1937,Somebody Institutionalized Target,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1938,Something Institutionalized Target,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1939,"Something Institutionalized Target, Not a Sacrifice","Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1940,Spontaneous Aggression after Sudden Death,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1941,Fear of Ghost Present,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1942,Degree of Fear of Ghost,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1943,Fear of Bodies Present,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1944,"Sex Difference, Crying","Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1945,"Sex Difference, Attempted Self-mutilation","Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1946,"Sex Difference, Actual Self-mutilation","Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1947,"Sex Difference, Anger and Aggression","Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1948,Importance of Ritual Specialists up to and including Initial Body Disposal,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1949,Ritualization up to and including Initial Disposal,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1950,Amount of Contact by Bereaved with Corpse,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1951,Isolation of Widows,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1952,Isolation of Widowers,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1953,Isolation of Adult Offspring of Deceased,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1954,Isolation of Parent of Deceased Subadult Offspring,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1955,Marking of Widows,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1956,Marking of Widowers,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1957,Marking of Adult Offspring of Deceased,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1958,Marking of Subadult Offspring of Deceased,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1959,"Marking Duration, Parent of Subadult Offspring","Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1960,Ghosts Present,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1961,Ghosts Perceived Are of Those Best Known,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1962,Eventual Distance of Spirits,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1963,Sororate Present Vs. Absent,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1964,Percentage of Widow Remarrying,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).","{""datatype"": ""decimal""}","Death, Life cycle, Mourning, Religion, Ritual",Continuous,percent,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1965,Percentage of Widows Remarrying by Levirate,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).","{""datatype"": ""decimal""}","Death, Life cycle, Mourning, Religion, Ritual",Continuous,percent,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1966,Levirate Present Vs. Absent,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1967,Some Personal Objects of Deceased Are Disposed of with Corps or Ggiven to Other Groups or Put off Sight and Use for Substantional Amount of Time,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1968,Amount of Useful Property Destroyed,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1969,Name Taboo Present,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1970,Dwelling or Room of Deceased Abandoned at Least Temporarily,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1971,Temporary or Permanent Camp or Village Abandonment,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1972,"Name Taboo, If Present, Applies Primarily to Close Relatives or Behavior in Presence of Close Relatives of the Deceased","Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1973,Cleansing of Widows,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1974,Ghost Feared Those of People Best Known,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1975,"Initial Funeral Ceremonies, Attendance","Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).","{""datatype"": ""decimal""}","Death, Life cycle, Mourning, Religion, Ritual",Continuous,persons,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1976,"Final Funeral Ceremonies, Attendance","Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).","{""datatype"": ""decimal""}","Death, Life cycle, Mourning, Religion, Ritual",Continuous,persons,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1977,"Mourning: Duration, Widowers","Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).","{""datatype"": ""decimal""}","Death, Life cycle, Mourning, Religion, Ritual",Continuous,days,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1978,"Mourning: Duration, Widows","Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).","{""datatype"": ""decimal""}","Death, Life cycle, Mourning, Religion, Ritual",Continuous,days,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1979,"Mourning: Duration, Adult Offspring","Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).","{""datatype"": ""decimal""}","Death, Life cycle, Mourning, Religion, Ritual",Continuous,days,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1980,Final Ceremonies Present or Absent,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
